,hotel_id,price,stock,city,date,language,mobile,avatar_id,group,brand,parking,pool,children_policy
154,970,281,49,paris,20,slovakian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
9,916,110,23,amsterdam,20,hungarian,1,303616,Boss Western,Boss Western,1,0,0
50,969,79,15,amsterdam,20,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
55,971,162,20,amsterdam,20,hungarian,1,303616,Chillton Worldwide,Tripletree,1,0,0
58,779,191,38,amsterdam,20,hungarian,1,303616,Morriott International,Morriot,1,0,2
68,724,281,37,amsterdam,20,hungarian,1,303616,Morriott International,Corlton,1,0,0
91,933,154,18,amsterdam,20,hungarian,1,303616,Boss Western,J.Halliday Inn,1,0,0
118,925,113,15,amsterdam,20,hungarian,1,303616,Boss Western,Boss Western,1,0,0
15,798,264,29,madrid,20,maltese,0,303616,Accar Hotels,Safitel,0,0,1
54,888,229,50,madrid,20,maltese,0,303616,Morriott International,Corlton,1,0,1
93,789,81,7,madrid,20,maltese,0,303616,Accar Hotels,Ibas,1,0,0
33,815,168,41,sofia,20,slovakian,0,303616,Morriott International,Corlton,1,0,0
12,754,277,45,valletta,20,finnish,0,303616,Accar Hotels,Safitel,1,0,0
16,995,238,28,copenhagen,20,swedish,1,303616,Chillton Worldwide,Quadrupletree,0,0,0
45,894,322,55,copenhagen,20,swedish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
62,989,111,9,copenhagen,20,swedish,1,303616,Accar Hotels,Ibas,0,0,0
20,815,168,41,sofia,20,hungarian,0,303616,Morriott International,Corlton,1,0,0
0,979,197,20,vienna,20,finnish,0,303616,Yin Yang,Ardisson,1,0,0
22,789,80,7,madrid,20,luxembourgish,0,303616,Accar Hotels,Ibas,1,0,0
26,888,225,50,madrid,20,luxembourgish,0,303616,Morriott International,Corlton,1,0,1
31,798,259,29,madrid,20,luxembourgish,0,303616,Accar Hotels,Safitel,0,0,1
45,982,152,31,madrid,20,luxembourgish,0,303616,Morriott International,Morriot,1,0,0
73,997,137,28,madrid,20,luxembourgish,0,303616,Chillton Worldwide,Tripletree,0,0,0
76,857,98,22,madrid,20,luxembourgish,0,303616,Accar Hotels,Navatel,1,0,0
0,897,278,37,rome,20,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
26,774,167,27,rome,20,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
56,944,270,35,rome,20,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
70,993,170,28,rome,20,hungarian,1,303616,Yin Yang,Royal Lotus,1,0,0
71,769,79,9,rome,20,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
105,874,177,31,rome,20,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
111,929,285,27,rome,20,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
117,934,73,15,rome,20,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
119,969,85,15,amsterdam,20,austrian,0,303616,Accar Hotels,Ibas,1,0,0
56,989,103,9,copenhagen,20,slovakian,1,303616,Accar Hotels,Ibas,0,0,0
64,995,220,28,copenhagen,20,slovakian,1,303616,Chillton Worldwide,Quadrupletree,0,0,0
135,894,297,55,copenhagen,20,slovakian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
43,808,313,30,paris,20,latvian,1,303616,Accar Hotels,Safitel,1,0,0
0,794,207,54,vilnius,20,romanian,1,303616,Morriott International,Corlton,1,0,0
2,516,220,38,vilnius,20,romanian,1,303616,Morriott International,Corlton,1,0,2
6,955,71,8,vilnius,20,romanian,1,303616,Yin Yang,8 Premium,0,0,0
12,956,93,17,vilnius,20,romanian,1,303616,Boss Western,Boss Western,1,0,0
15,914,59,9,vilnius,20,romanian,1,303616,Yin Yang,8 Premium,0,0,0
79,820,155,22,vilnius,20,romanian,1,303616,Yin Yang,Royal Lotus,0,0,0
5,904,115,16,madrid,20,hungarian,0,303616,Boss Western,Boss Western,0,0,0
7,982,149,31,madrid,20,hungarian,0,303616,Morriott International,Morriot,1,0,0
8,609,172,32,madrid,20,hungarian,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
15,997,134,28,madrid,20,hungarian,0,303616,Chillton Worldwide,Tripletree,0,0,0
49,888,220,50,madrid,20,hungarian,0,303616,Morriott International,Corlton,1,0,1
51,936,130,24,madrid,20,hungarian,0,303616,Boss Western,J.Halliday Inn,1,0,0
55,873,222,49,madrid,20,hungarian,0,303616,Accar Hotels,Safitel,1,1,0
65,798,253,29,madrid,20,hungarian,0,303616,Accar Hotels,Safitel,0,0,1
68,791,106,16,madrid,20,hungarian,0,303616,Boss Western,Boss Western,1,0,0
73,857,96,22,madrid,20,hungarian,0,303616,Accar Hotels,Navatel,1,0,0
78,901,247,38,madrid,20,hungarian,0,303616,Morriott International,Corlton,1,1,0
92,886,120,12,madrid,20,hungarian,0,303616,Boss Western,Boss Western,0,0,0
96,789,78,7,madrid,20,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
98,836,141,38,madrid,20,hungarian,0,303616,Yin Yang,Royal Lotus,1,0,0
1,789,86,7,madrid,20,finnish,0,303616,Accar Hotels,Ibas,1,0,0
3,836,156,38,madrid,20,finnish,0,303616,Yin Yang,Royal Lotus,1,0,0
11,982,164,31,madrid,20,finnish,0,303616,Morriott International,Morriot,1,0,0
18,936,144,24,madrid,20,finnish,0,303616,Boss Western,J.Halliday Inn,1,0,0
20,901,273,38,madrid,20,finnish,0,303616,Morriott International,Corlton,1,1,0
36,886,132,12,madrid,20,finnish,0,303616,Boss Western,Boss Western,0,0,0
44,888,243,50,madrid,20,finnish,0,303616,Morriott International,Corlton,1,0,1
47,798,280,29,madrid,20,finnish,0,303616,Accar Hotels,Safitel,0,0,1
60,997,148,28,madrid,20,finnish,0,303616,Chillton Worldwide,Tripletree,0,0,0
64,857,106,22,madrid,20,finnish,0,303616,Accar Hotels,Navatel,1,0,0
78,791,117,16,madrid,20,finnish,0,303616,Boss Western,Boss Western,1,0,0
98,609,190,32,madrid,20,finnish,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
47,815,182,41,sofia,20,austrian,1,303616,Morriott International,Corlton,1,0,0
61,894,322,55,copenhagen,20,swedish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
16,995,220,27,copenhagen,19,slovakian,1,303616,Chillton Worldwide,Quadrupletree,0,0,0
24,894,297,50,copenhagen,19,slovakian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
113,989,103,8,copenhagen,19,slovakian,1,303616,Accar Hotels,Ibas,0,0,0
0,897,278,32,rome,19,slovakian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
41,993,170,24,rome,19,slovakian,1,303616,Yin Yang,Royal Lotus,1,0,0
46,929,314,24,rome,19,slovakian,1,303616,Accar Hotels,Safitel,1,0,0
55,874,183,28,rome,19,slovakian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
114,934,73,13,rome,19,slovakian,1,303616,Accar Hotels,Ibas,1,0,0
36,970,310,44,paris,19,finnish,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
54,858,242,22,paris,19,finnish,1,303616,Yin Yang,Royal Lotus,1,0,0
119,986,246,24,paris,19,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
139,808,375,27,paris,19,finnish,1,303616,Accar Hotels,Safitel,1,0,0
56,894,310,50,copenhagen,19,luxembourgish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
36,779,195,36,amsterdam,19,romanian,0,303616,Morriott International,Morriot,1,0,2
57,971,185,18,amsterdam,19,romanian,0,303616,Chillton Worldwide,Tripletree,1,0,0
76,969,82,13,amsterdam,19,romanian,0,303616,Accar Hotels,Ibas,1,0,0
121,925,129,14,amsterdam,19,romanian,0,303616,Boss Western,Boss Western,1,0,0
51,779,191,36,amsterdam,19,hungarian,0,303616,Morriott International,Morriot,1,0,2
62,969,81,13,amsterdam,19,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
72,971,181,18,amsterdam,19,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
84,925,127,14,amsterdam,19,hungarian,0,303616,Boss Western,Boss Western,1,0,0
46,815,178,37,sofia,19,latvian,0,303616,Morriott International,Corlton,1,0,0
0,789,81,7,madrid,19,slovene,0,303616,Accar Hotels,Ibas,1,0,0
17,982,162,28,madrid,19,slovene,0,303616,Morriott International,Morriot,1,0,0
21,997,139,26,madrid,19,slovene,0,303616,Chillton Worldwide,Tripletree,0,0,0
24,857,100,21,madrid,19,slovene,0,303616,Accar Hotels,Navatel,1,0,0
27,888,229,48,madrid,19,slovene,0,303616,Morriott International,Corlton,1,0,1
35,798,292,27,madrid,19,slovene,0,303616,Accar Hotels,Safitel,0,0,1
71,901,266,33,madrid,19,slovene,0,303616,Morriott International,Corlton,1,1,0
28,986,222,24,paris,19,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
33,808,340,27,paris,19,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
115,970,281,44,paris,19,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
129,998,231,22,paris,19,hungarian,1,303616,Yin Yang,Royal Lotus,0,0,0
144,858,219,22,paris,19,hungarian,1,303616,Yin Yang,Royal Lotus,1,0,0
20,815,171,37,sofia,19,estonian,0,303616,Morriott International,Corlton,1,0,0
77,897,307,32,rome,19,danish,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
78,934,81,13,rome,19,danish,1,303616,Accar Hotels,Ibas,1,0,0
120,929,347,24,rome,19,danish,1,303616,Accar Hotels,Safitel,1,0,0
28,798,286,27,madrid,19,french,1,303616,Accar Hotels,Safitel,0,0,1
63,888,225,48,madrid,19,french,1,303616,Morriott International,Corlton,1,0,1
96,789,80,7,madrid,19,french,1,303616,Accar Hotels,Ibas,1,0,0
120,929,333,24,rome,19,french,1,303616,Accar Hotels,Safitel,1,0,0
55,516,233,34,vilnius,19,polish,1,303616,Morriott International,Corlton,1,0,2
71,956,99,15,vilnius,19,polish,1,303616,Boss Western,Boss Western,1,0,0
79,794,211,50,vilnius,19,polish,1,303616,Morriott International,Corlton,1,0,0
17,516,229,34,vilnius,19,hungarian,1,303616,Morriott International,Corlton,1,0,2
24,955,74,7,vilnius,19,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
33,820,173,20,vilnius,19,hungarian,1,303616,Yin Yang,Royal Lotus,0,0,0
48,914,59,8,vilnius,19,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
80,794,207,50,vilnius,19,hungarian,1,303616,Morriott International,Corlton,1,0,0
85,956,96,15,vilnius,19,hungarian,1,303616,Boss Western,Boss Western,1,0,0
0,857,98,21,madrid,19,romanian,1,303616,Accar Hotels,Navatel,1,0,0
13,780,236,36,madrid,19,romanian,1,303616,Accar Hotels,Safitel,1,1,0
14,789,80,7,madrid,19,romanian,1,303616,Accar Hotels,Ibas,1,0,0
19,873,227,45,madrid,19,romanian,1,303616,Accar Hotels,Safitel,1,1,0
21,836,144,36,madrid,19,romanian,1,303616,Yin Yang,Royal Lotus,1,0,0
28,904,118,15,madrid,19,romanian,1,303616,Boss Western,Boss Western,0,0,0
33,733,97,17,madrid,19,romanian,1,303616,Boss Western,Boss Western,1,0,0
35,997,136,26,madrid,19,romanian,1,303616,Chillton Worldwide,Tripletree,0,0,0
36,609,175,28,madrid,19,romanian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
48,901,260,33,madrid,19,romanian,1,303616,Morriott International,Corlton,1,1,0
51,822,150,38,madrid,19,romanian,1,303616,Morriott International,Morriot,1,0,0
52,747,158,31,madrid,19,romanian,1,303616,Morriott International,Morriot,1,0,0
53,860,154,18,madrid,19,romanian,1,303616,Yin Yang,Ardisson,0,0,0
54,618,114,14,madrid,19,romanian,1,303616,Accar Hotels,Navatel,1,0,0
62,888,225,48,madrid,19,romanian,1,303616,Morriott International,Corlton,1,0,1
66,886,134,11,madrid,19,romanian,1,303616,Boss Western,Boss Western,0,0,0
75,717,263,32,madrid,19,romanian,1,303616,Accar Hotels,Safitel,1,1,0
85,982,158,28,madrid,19,romanian,1,303616,Morriott International,Morriot,1,0,0
87,798,286,27,madrid,19,romanian,1,303616,Accar Hotels,Safitel,0,0,1
92,936,133,21,madrid,19,romanian,1,303616,Boss Western,J.Halliday Inn,1,0,0
94,941,71,7,madrid,19,romanian,1,303616,Independant,Independant,1,0,0
95,791,116,15,madrid,19,romanian,1,303616,Boss Western,Boss Western,1,0,0
64,798,303,27,madrid,19,danish,1,303616,Accar Hotels,Safitel,0,0,1
76,997,145,26,madrid,19,danish,1,303616,Chillton Worldwide,Tripletree,0,0,0
82,857,104,21,madrid,19,danish,1,303616,Accar Hotels,Navatel,1,0,0
90,888,239,48,madrid,19,danish,1,303616,Morriott International,Corlton,1,0,1
92,789,85,7,madrid,19,danish,1,303616,Accar Hotels,Ibas,1,0,0
93,982,168,28,madrid,19,danish,1,303616,Morriott International,Morriot,1,0,0
98,901,277,33,madrid,19,danish,1,303616,Morriott International,Corlton,1,1,0
44,815,168,37,sofia,19,hungarian,0,303616,Morriott International,Corlton,1,0,0
36,754,251,41,valletta,19,romanian,0,303616,Accar Hotels,Safitel,1,0,0
38,988,165,19,valletta,19,romanian,0,303616,Boss Western,J.Halliday Inn,1,0,0
20,971,185,18,amsterdam,18,estonian,0,303616,Chillton Worldwide,Tripletree,1,0,0
118,969,82,12,amsterdam,18,estonian,0,303616,Accar Hotels,Ibas,1,0,0
18,897,293,28,rome,18,bulgarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
22,929,339,22,rome,18,bulgarian,1,303616,Accar Hotels,Safitel,1,0,0
43,516,233,31,vilnius,18,polish,1,303616,Morriott International,Corlton,1,0,2
68,956,99,14,vilnius,18,polish,1,303616,Boss Western,Boss Western,1,0,0
76,794,211,46,vilnius,18,polish,1,303616,Morriott International,Corlton,1,0,0
2,956,102,14,vilnius,18,swedish,1,303616,Boss Western,Boss Western,1,0,0
50,794,219,46,vilnius,18,swedish,1,303616,Morriott International,Corlton,1,0,0
80,955,79,7,vilnius,18,swedish,1,303616,Yin Yang,8 Premium,0,0,0
85,516,243,31,vilnius,18,swedish,1,303616,Morriott International,Corlton,1,0,2
5,516,229,31,vilnius,18,romanian,0,303616,Morriott International,Corlton,1,0,2
14,956,96,14,vilnius,18,romanian,0,303616,Boss Western,Boss Western,1,0,0
53,794,207,46,vilnius,18,romanian,0,303616,Morriott International,Corlton,1,0,0
32,979,178,18,vienna,18,hungarian,1,303616,Yin Yang,Ardisson,1,0,0
72,940,176,16,vienna,18,hungarian,1,303616,Yin Yang,Ardisson,1,0,0
93,928,84,9,vienna,18,hungarian,1,303616,Accar Hotels,Ibas,0,0,0
28,798,286,25,madrid,18,bulgarian,1,303616,Accar Hotels,Safitel,0,0,1
41,789,80,6,madrid,18,bulgarian,1,303616,Accar Hotels,Ibas,1,0,0
45,982,158,24,madrid,18,bulgarian,1,303616,Morriott International,Morriot,1,0,0
57,901,270,29,madrid,18,bulgarian,1,303616,Morriott International,Corlton,1,1,0
71,888,225,46,madrid,18,bulgarian,1,303616,Morriott International,Corlton,1,0,1
43,794,224,46,vilnius,18,portuguese,1,303616,Morriott International,Corlton,1,0,0
44,956,104,14,vilnius,18,portuguese,1,303616,Boss Western,Boss Western,1,0,0
45,516,247,31,vilnius,18,portuguese,1,303616,Morriott International,Corlton,1,0,2
54,955,81,7,vilnius,18,portuguese,1,303616,Yin Yang,8 Premium,0,0,0
31,815,178,33,sofia,18,polish,1,303616,Morriott International,Corlton,1,0,0
34,814,165,30,sofia,18,polish,1,303616,Accar Hotels,Safitel,0,0,0
43,597,179,30,sofia,18,polish,1,303616,Accar Hotels,Safitel,1,0,0
36,934,81,12,rome,18,swedish,0,303616,Accar Hotels,Ibas,1,0,0
48,993,195,22,rome,18,swedish,0,303616,Yin Yang,Royal Lotus,1,0,0
69,897,317,28,rome,18,swedish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
77,929,367,22,rome,18,swedish,0,303616,Accar Hotels,Safitel,1,0,0
7,101,345,26,amsterdam,18,irish,0,303616,Accar Hotels,Safitel,1,0,0
13,969,84,12,amsterdam,18,irish,0,303616,Accar Hotels,Ibas,1,0,0
78,779,199,32,amsterdam,18,irish,0,303616,Morriott International,Morriot,1,0,2
109,971,189,18,amsterdam,18,irish,0,303616,Chillton Worldwide,Tripletree,1,0,0
24,979,185,18,vienna,18,croatian,1,303616,Yin Yang,Ardisson,1,0,0
48,940,183,16,vienna,18,croatian,1,303616,Yin Yang,Ardisson,1,0,0
44,754,251,37,valletta,18,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
41,970,281,40,paris,18,hungarian,0,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
122,808,362,25,paris,18,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
115,969,87,12,amsterdam,18,austrian,0,303616,Accar Hotels,Ibas,1,0,0
4,936,139,19,madrid,18,cypriot,1,303616,Boss Western,J.Halliday Inn,1,0,0
24,857,102,19,madrid,18,cypriot,1,303616,Accar Hotels,Navatel,1,0,0
36,997,142,24,madrid,18,cypriot,1,303616,Chillton Worldwide,Tripletree,0,0,0
64,982,165,24,madrid,18,cypriot,1,303616,Morriott International,Morriot,1,0,0
69,901,282,29,madrid,18,cypriot,1,303616,Morriott International,Corlton,1,1,0
74,798,297,25,madrid,18,cypriot,1,303616,Accar Hotels,Safitel,0,0,1
75,836,150,33,madrid,18,cypriot,1,303616,Yin Yang,Royal Lotus,1,0,0
91,789,83,6,madrid,18,cypriot,1,303616,Accar Hotels,Ibas,1,0,0
99,888,234,46,madrid,18,cypriot,1,303616,Morriott International,Corlton,1,0,1
5,904,128,14,madrid,18,finnish,1,303616,Boss Western,Boss Western,0,0,0
6,997,148,24,madrid,18,finnish,1,303616,Chillton Worldwide,Tripletree,0,0,0
7,747,171,28,madrid,18,finnish,1,303616,Morriott International,Morriot,1,0,0
9,886,145,10,madrid,18,finnish,1,303616,Boss Western,Boss Western,0,0,0
17,733,105,15,madrid,18,finnish,1,303616,Boss Western,Boss Western,1,0,0
19,982,171,24,madrid,18,finnish,1,303616,Morriott International,Morriot,1,0,0
37,609,197,24,madrid,18,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
38,822,163,35,madrid,18,finnish,1,303616,Morriott International,Morriot,1,0,0
40,780,256,31,madrid,18,finnish,1,303616,Accar Hotels,Safitel,1,1,0
41,873,246,41,madrid,18,finnish,1,303616,Accar Hotels,Safitel,1,1,0
42,901,293,29,madrid,18,finnish,1,303616,Morriott International,Corlton,1,1,0
44,717,285,28,madrid,18,finnish,1,303616,Accar Hotels,Safitel,1,1,0
56,789,86,6,madrid,18,finnish,1,303616,Accar Hotels,Ibas,1,0,0
60,791,125,14,madrid,18,finnish,1,303616,Boss Western,Boss Western,1,0,0
63,860,166,18,madrid,18,finnish,1,303616,Yin Yang,Ardisson,0,0,0
64,798,309,25,madrid,18,finnish,1,303616,Accar Hotels,Safitel,0,0,1
71,936,144,19,madrid,18,finnish,1,303616,Boss Western,J.Halliday Inn,1,0,0
88,888,243,46,madrid,18,finnish,1,303616,Morriott International,Corlton,1,0,1
90,857,106,19,madrid,18,finnish,1,303616,Accar Hotels,Navatel,1,0,0
93,836,156,33,madrid,18,finnish,1,303616,Yin Yang,Royal Lotus,1,0,0
100,941,76,6,madrid,18,finnish,1,303616,Independant,Independant,1,0,0
13,997,137,24,madrid,18,luxembourgish,1,303616,Chillton Worldwide,Tripletree,0,0,0
18,791,116,14,madrid,18,luxembourgish,1,303616,Boss Western,Boss Western,1,0,0
24,789,80,6,madrid,18,luxembourgish,1,303616,Accar Hotels,Ibas,1,0,0
25,798,286,25,madrid,18,luxembourgish,1,303616,Accar Hotels,Safitel,0,0,1
39,982,158,24,madrid,18,luxembourgish,1,303616,Morriott International,Morriot,1,0,0
40,609,182,24,madrid,18,luxembourgish,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
50,873,227,41,madrid,18,luxembourgish,1,303616,Accar Hotels,Safitel,1,1,0
52,901,271,29,madrid,18,luxembourgish,1,303616,Morriott International,Corlton,1,1,0
54,836,144,33,madrid,18,luxembourgish,1,303616,Yin Yang,Royal Lotus,1,0,0
64,857,98,19,madrid,18,luxembourgish,1,303616,Accar Hotels,Navatel,1,0,0
68,936,133,19,madrid,18,luxembourgish,1,303616,Boss Western,J.Halliday Inn,1,0,0
84,888,225,46,madrid,18,luxembourgish,1,303616,Morriott International,Corlton,1,0,1
91,780,237,31,madrid,18,luxembourgish,1,303616,Accar Hotels,Safitel,1,1,0
26,815,168,33,sofia,18,slovakian,1,303616,Morriott International,Corlton,1,0,0
31,597,169,30,sofia,18,slovakian,1,303616,Accar Hotels,Safitel,1,0,0
41,814,155,30,sofia,18,slovakian,1,303616,Accar Hotels,Safitel,0,0,0
39,815,182,33,sofia,18,austrian,1,303616,Morriott International,Corlton,1,0,0
11,955,74,7,vilnius,18,romanian,1,303616,Yin Yang,8 Premium,0,0,0
12,956,96,14,vilnius,18,romanian,1,303616,Boss Western,Boss Western,1,0,0
14,794,207,46,vilnius,18,romanian,1,303616,Morriott International,Corlton,1,0,0
35,516,229,31,vilnius,18,romanian,1,303616,Morriott International,Corlton,1,0,2
48,820,173,19,vilnius,18,romanian,1,303616,Yin Yang,Royal Lotus,0,0,0
64,914,59,6,vilnius,18,romanian,1,303616,Yin Yang,8 Premium,0,0,0
12,989,105,7,copenhagen,18,hungarian,1,303616,Accar Hotels,Ibas,0,0,0
13,995,224,25,copenhagen,18,hungarian,1,303616,Chillton Worldwide,Quadrupletree,0,0,0
40,894,303,46,copenhagen,18,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
93,771,326,31,copenhagen,18,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
101,772,343,33,copenhagen,18,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
46,969,81,12,amsterdam,18,slovakian,0,303616,Accar Hotels,Ibas,1,0,0
67,971,181,18,amsterdam,18,slovakian,0,303616,Chillton Worldwide,Tripletree,1,0,0
10,771,339,26,copenhagen,17,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
71,989,109,7,copenhagen,17,hungarian,1,303616,Accar Hotels,Ibas,0,0,0
80,894,303,43,copenhagen,17,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
122,995,224,24,copenhagen,17,hungarian,1,303616,Chillton Worldwide,Quadrupletree,0,0,0
138,772,343,29,copenhagen,17,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
15,888,234,44,madrid,17,lithuanian,1,303616,Morriott International,Corlton,1,0,1
56,798,297,23,madrid,17,lithuanian,1,303616,Accar Hotels,Safitel,0,0,1
70,982,165,21,madrid,17,lithuanian,1,303616,Morriott International,Morriot,1,0,0
97,789,83,5,madrid,17,lithuanian,1,303616,Accar Hotels,Ibas,1,0,0
32,808,369,23,paris,17,romanian,1,303616,Accar Hotels,Safitel,1,0,0
48,970,287,36,paris,17,romanian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
119,858,232,17,paris,17,romanian,1,303616,Yin Yang,Royal Lotus,1,0,0
125,986,227,20,paris,17,romanian,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
143,998,235,15,paris,17,romanian,1,303616,Yin Yang,Royal Lotus,0,0,0
16,986,246,20,paris,17,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
27,858,251,17,paris,17,finnish,1,303616,Yin Yang,Royal Lotus,1,0,0
88,998,255,15,paris,17,finnish,1,303616,Yin Yang,Royal Lotus,0,0,0
103,970,310,36,paris,17,finnish,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
153,808,400,23,paris,17,finnish,1,303616,Accar Hotels,Safitel,1,0,0
43,754,251,33,valletta,17,slovakian,1,303616,Accar Hotels,Safitel,1,0,0
13,982,158,21,madrid,17,bulgarian,1,303616,Morriott International,Morriot,1,0,0
44,901,270,25,madrid,17,bulgarian,1,303616,Morriott International,Corlton,1,1,0
51,798,286,23,madrid,17,bulgarian,1,303616,Accar Hotels,Safitel,0,0,1
89,789,80,5,madrid,17,bulgarian,1,303616,Accar Hotels,Ibas,1,0,0
95,888,225,44,madrid,17,bulgarian,1,303616,Morriott International,Corlton,1,0,1
11,643,78,5,valletta,17,romanian,1,303616,Accar Hotels,Ibas,1,0,0
18,754,251,33,valletta,17,romanian,1,303616,Accar Hotels,Safitel,1,0,0
31,988,165,17,valletta,17,romanian,1,303616,Boss Western,J.Halliday Inn,1,0,0
8,979,185,17,vienna,17,czech,0,303616,Yin Yang,Ardisson,1,0,0
70,940,183,14,vienna,17,czech,0,303616,Yin Yang,Ardisson,1,0,0
20,815,185,29,sofia,17,swedish,0,303616,Morriott International,Corlton,1,0,0
36,815,178,29,sofia,17,slovene,0,303616,Morriott International,Corlton,1,0,0
20,934,81,11,rome,17,swedish,0,303616,Accar Hotels,Ibas,1,0,0
64,993,195,19,rome,17,swedish,0,303616,Yin Yang,Royal Lotus,1,0,0
79,929,367,20,rome,17,swedish,0,303616,Accar Hotels,Safitel,1,0,0
103,897,317,24,rome,17,swedish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
23,956,102,12,vilnius,17,finnish,1,303616,Boss Western,Boss Western,1,0,0
29,794,219,42,vilnius,17,finnish,1,303616,Morriott International,Corlton,1,0,0
67,955,79,6,vilnius,17,finnish,1,303616,Yin Yang,8 Premium,0,0,0
74,516,243,28,vilnius,17,finnish,1,303616,Morriott International,Corlton,1,0,2
11,998,231,15,paris,17,hungarian,1,303616,Yin Yang,Royal Lotus,0,0,0
14,970,281,36,paris,17,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
35,986,222,20,paris,17,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
114,858,228,17,paris,17,hungarian,1,303616,Yin Yang,Royal Lotus,1,0,0
153,808,362,23,paris,17,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
18,934,74,11,rome,17,romanian,0,303616,Accar Hotels,Ibas,1,0,0
80,944,276,20,rome,17,romanian,0,303616,Accar Hotels,Safitel,1,1,0
91,993,180,19,rome,17,romanian,0,303616,Yin Yang,Royal Lotus,1,0,0
94,929,339,20,rome,17,romanian,0,303616,Accar Hotels,Safitel,1,0,0
104,897,293,24,rome,17,romanian,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
119,874,187,22,rome,17,romanian,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
4,609,197,21,madrid,17,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
10,904,128,12,madrid,17,finnish,1,303616,Boss Western,Boss Western,0,0,0
14,798,309,23,madrid,17,finnish,1,303616,Accar Hotels,Safitel,0,0,1
19,789,86,5,madrid,17,finnish,1,303616,Accar Hotels,Ibas,1,0,0
23,888,243,44,madrid,17,finnish,1,303616,Morriott International,Corlton,1,0,1
24,857,106,18,madrid,17,finnish,1,303616,Accar Hotels,Navatel,1,0,0
27,717,285,24,madrid,17,finnish,1,303616,Accar Hotels,Safitel,1,1,0
28,886,145,9,madrid,17,finnish,1,303616,Boss Western,Boss Western,0,0,0
33,901,293,25,madrid,17,finnish,1,303616,Morriott International,Corlton,1,1,0
46,860,166,16,madrid,17,finnish,1,303616,Yin Yang,Ardisson,0,0,0
54,982,171,21,madrid,17,finnish,1,303616,Morriott International,Morriot,1,0,0
56,936,144,17,madrid,17,finnish,1,303616,Boss Western,J.Halliday Inn,1,0,0
70,733,105,12,madrid,17,finnish,1,303616,Boss Western,Boss Western,1,0,0
72,747,171,25,madrid,17,finnish,1,303616,Morriott International,Morriot,1,0,0
